iso_code,date,total_vaccinations,people_vaccinated,people_fully_vaccinated,daily_vaccinations_raw,daily_vaccinations,total_vaccinations_per_hundred,vaccines,source_name
ITA,11/02/2021,2865231,1594347,1270884,71760,70348,4.74,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Extraordinary commissioner for the Covid-19 emergency
ITA,12/02/2021,2936602,1651875,1284727,71371,65623,4.86,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Extraordinary commissioner for the Covid-19 emergency
ITA,13/02/2021,2988127,1697178,1290949,51525,62223,4.94,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Extraordinary commissioner for the Covid-19 emergency
ITA,14/02/2021,3017121,1723899,1293222,28994,60648,4.99,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Extraordinary commissioner for the Covid-19 emergency
ITA,15/02/2021,3077436,1778797,1298639,60315,59952,5.09,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Extraordinary commissioner for the Covid-19 emergency
ITA,16/02/2021,3145548,1841430,1304118,68112,60396,5.2,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Extraordinary commissioner for the Covid-19 emergency
ITA,17/02/2021,3222384,1909492,1312892,76836,61273,5.33,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Extraordinary commissioner for the Covid-19 emergency
ITA,18/02/2021,3307711,1987763,1319948,85327,63211,5.47,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Extraordinary commissioner for the Covid-19 emergency
ITA,19/02/2021,3394383,2068611,1325772,86672,65397,5.61,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Extraordinary commissioner for the Covid-19 emergency
ITA,20/02/2021,3465078,2135574,1329504,70695,68136,5.73,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Extraordinary commissioner for the Covid-19 emergency
ITA,21/02/2021,3513023,2181601,1331422,47945,70843,5.81,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Extraordinary commissioner for the Covid-19 emergency
ITA,22/02/2021,3608645,2272519,1336126,95622,75887,5.97,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Extraordinary commissioner for the Covid-19 emergency
JPN,17/02/2021,125,125,,,,0,Pfizer/BioNTech,"Ministry of Health, Labour and Welfare"
JPN,18/02/2021,611,611,,486,486,0,Pfizer/BioNTech,"Ministry of Health, Labour and Welfare"
JPN,19/02/2021,5039,5039,,4428,2457,0,Pfizer/BioNTech,"Ministry of Health, Labour and Welfare"
JPN,20/02/2021,,,,,2404,,Pfizer/BioNTech,"Ministry of Health, Labour and Welfare"
JPN,21/02/2021,,,,,2378,,Pfizer/BioNTech,"Ministry of Health, Labour and Welfare"
JPN,22/02/2021,11934,11934,,,2362,0.01,Pfizer/BioNTech,"Ministry of Health, Labour and Welfare"
JEY,24/01/2021,11385,8334,3051,,,11.26,"Oxford/AstraZeneca, Pfizer/BioNTech",Government of Jersey
JEY,25/01/2021,,,,,493,,"Oxford/AstraZeneca, Pfizer/BioNTech",Government of Jersey
JEY,26/01/2021,,,,,493,,"Oxford/AstraZeneca, Pfizer/BioNTech",Government of Jersey
JEY,27/01/2021,,,,,493,,"Oxford/AstraZeneca, Pfizer/BioNTech",Government of Jersey
JEY,28/01/2021,,,,,493,,"Oxford/AstraZeneca, Pfizer/BioNTech",Government of Jersey
JEY,29/01/2021,,,,,493,,"Oxford/AstraZeneca, Pfizer/BioNTech",Government of Jersey
JEY,30/01/2021,,,,,493,,"Oxford/AstraZeneca, Pfizer/BioNTech",Government of Jersey
JEY,31/01/2021,14838,11707,3131,,493,14.68,"Oxford/AstraZeneca, Pfizer/BioNTech",Government of Jersey
JEY,01/02/2021,,,,,549,,"Oxford/AstraZeneca, Pfizer/BioNTech",Government of Jersey
JEY,02/02/2021,,,,,604,,"Oxford/AstraZeneca, Pfizer/BioNTech",Government of Jersey
JEY,03/02/2021,,,,,660,,"Oxford/AstraZeneca, Pfizer/BioNTech",Government of Jersey
JEY,04/02/2021,,,,,715,,"Oxford/AstraZeneca, Pfizer/BioNTech",Government of Jersey
JEY,05/02/2021,,,,,770,,"Oxford/AstraZeneca, Pfizer/BioNTech",Government of Jersey
JEY,06/02/2021,,,,,826,,"Oxford/AstraZeneca, Pfizer/BioNTech",Government of Jersey
JEY,07/02/2021,21007,17829,3178,,881,20.78,"Oxford/AstraZeneca, Pfizer/BioNTech",Government of Jersey
JEY,08/02/2021,,,,,856,,"Oxford/AstraZeneca, Pfizer/BioNTech",Government of Jersey
JEY,09/02/2021,,,,,831,,"Oxford/AstraZeneca, Pfizer/BioNTech",Government of Jersey
JEY,10/02/2021,,,,,806,,"Oxford/AstraZeneca, Pfizer/BioNTech",Government of Jersey
JEY,11/02/2021,,,,,781,,"Oxford/AstraZeneca, Pfizer/BioNTech",Government of Jersey
JEY,12/02/2021,,,,,756,,"Oxford/AstraZeneca, Pfizer/BioNTech",Government of Jersey
JEY,13/02/2021,,,,,731,,"Oxford/AstraZeneca, Pfizer/BioNTech",Government of Jersey
JEY,14/02/2021,25952,22696,3256,,706,25.68,"Oxford/AstraZeneca, Pfizer/BioNTech",Government of Jersey
KWT,28/12/2020,2500,,,,,0.06,Pfizer/BioNTech,Ministry of Health
KWT,29/12/2020,,,,,1121,,Pfizer/BioNTech,Ministry of Health
KWT,30/12/2020,,,,,1121,,Pfizer/BioNTech,Ministry of Health
KWT,31/12/2020,,,,,1121,,Pfizer/BioNTech,Ministry of Health
KWT,01/01/2021,,,,,1121,,Pfizer/BioNTech,Ministry of Health
KWT,02/01/2021,,,,,1121,,Pfizer/BioNTech,Ministry of Health
KWT,03/01/2021,,,,,1121,,Pfizer/BioNTech,Ministry of Health
KWT,04/01/2021,,,,,1121,,Pfizer/BioNTech,Ministry of Health
KWT,05/01/2021,,,,,1121,,Pfizer/BioNTech,Ministry of Health
KWT,06/01/2021,,,,,1121,,Pfizer/BioNTech,Ministry of Health
KWT,07/01/2021,,,,,1121,,Pfizer/BioNTech,Ministry of Health
KWT,08/01/2021,,,,,1121,,Pfizer/BioNTech,Ministry of Health
KWT,09/01/2021,,,,,1121,,Pfizer/BioNTech,Ministry of Health
KWT,10/01/2021,,,,,1121,,Pfizer/BioNTech,Ministry of Health
KWT,11/01/2021,,,,,1121,,Pfizer/BioNTech,Ministry of Health
KWT,12/01/2021,,,,,1121,,Pfizer/BioNTech,Ministry of Health
KWT,13/01/2021,,,,,1121,,Pfizer/BioNTech,Ministry of Health
KWT,14/01/2021,,,,,1121,,Pfizer/BioNTech,Ministry of Health
KWT,15/01/2021,,,,,1121,,Pfizer/BioNTech,Ministry of Health
KWT,16/01/2021,,,,,1121,,Pfizer/BioNTech,Ministry of Health
KWT,17/01/2021,,,,,1121,,Pfizer/BioNTech,Ministry of Health
KWT,18/01/2021,,,,,1121,,Pfizer/BioNTech,Ministry of Health
KWT,19/01/2021,,,,,1121,,Pfizer/BioNTech,Ministry of Health
KWT,20/01/2021,,,,,1121,,Pfizer/BioNTech,Ministry of Health
KWT,21/01/2021,,,,,1121,,Pfizer/BioNTech,Ministry of Health
KWT,22/01/2021,,,,,1121,,Pfizer/BioNTech,Ministry of Health
KWT,23/01/2021,,,,,1121,,Pfizer/BioNTech,Ministry of Health
KWT,24/01/2021,,,,,1121,,Pfizer/BioNTech,Ministry of Health
KWT,25/01/2021,,,,,1121,,Pfizer/BioNTech,Ministry of Health
KWT,26/01/2021,35000,,,,1121,0.82,Pfizer/BioNTech,Ministry of Health
KWT,27/01/2021,,,,,1961,,Pfizer/BioNTech,Ministry of Health
KWT,28/01/2021,,,,,2800,,Pfizer/BioNTech,Ministry of Health
KWT,29/01/2021,,,,,3640,,Pfizer/BioNTech,Ministry of Health
KWT,30/01/2021,,,,,4480,,Pfizer/BioNTech,Ministry of Health
KWT,31/01/2021,,,,,5320,,Pfizer/BioNTech,Ministry of Health
KWT,01/02/2021,,,,,6160,,Pfizer/BioNTech,Ministry of Health
KWT,02/02/2021,,,,,7000,,Pfizer/BioNTech,Ministry of Health
KWT,03/02/2021,,,,,7000,,Pfizer/BioNTech,Ministry of Health
KWT,04/02/2021,,,,,7000,,Pfizer/BioNTech,Ministry of Health
KWT,05/02/2021,,,,,7000,,Pfizer/BioNTech,Ministry of Health
KWT,06/02/2021,,,,,7000,,Pfizer/BioNTech,Ministry of Health
KWT,07/02/2021,,,,,7000,,Pfizer/BioNTech,Ministry of Health
KWT,08/02/2021,,,,,7000,,Pfizer/BioNTech,Ministry of Health
KWT,09/02/2021,,,,,7000,,Pfizer/BioNTech,Ministry of Health
KWT,10/02/2021,,,,,7000,,Pfizer/BioNTech,Ministry of Health
KWT,11/02/2021,,,,,7000,,Pfizer/BioNTech,Ministry of Health
KWT,12/02/2021,,,,,7000,,Pfizer/BioNTech,Ministry of Health
KWT,13/02/2021,,,,,7000,,Pfizer/BioNTech,Ministry of Health
KWT,14/02/2021,,,,,7000,,Pfizer/BioNTech,Ministry of Health
KWT,15/02/2021,175000,137000,38000,,7000,4.1,Pfizer/BioNTech,Ministry of Health
LVA,28/12/2020,,594,,,,,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",National Health Service
LVA,29/12/2020,,1467,,,,,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",National Health Service
LVA,30/12/2020,,2257,,,,,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",National Health Service
LVA,04/01/2021,,2956,,,,,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",National Health Service
LVA,05/01/2021,,3845,,,,,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",National Health Service
LVA,06/01/2021,,4621,,,,,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",National Health Service
LVA,07/01/2021,,5429,,,,,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",National Health Service
LVA,08/01/2021,,6333,,,,,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",National Health Service
LVA,09/01/2021,,6638,,,,,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",National Health Service
LVA,10/01/2021,,6974,,,,,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",National Health Service
LVA,11/01/2021,,8339,,,,,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",National Health Service
LVA,12/01/2021,,9966,,,,,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",National Health Service
LVA,13/01/2021,,11477,,,,,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",National Health Service
LVA,14/01/2021,,13299,,,,,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",National Health Service
LVA,15/01/2021,,15167,,,,,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",National Health Service
LVA,16/01/2021,,15833,,,,,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",National Health Service
LVA,17/01/2021,,15950,,,,,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",National Health Service
LVA,18/01/2021,16794,16223,571,,,0.89,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",National Health Service
LVA,19/01/2021,17670,16295,1375,876,125,0.94,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",National Health Service
LVA,20/01/2021,18440,16314,2126,770,235,0.98,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",National Health Service
LVA,21/01/2021,18719,16580,2139,279,275,0.99,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",National Health Service
LVA,22/01/2021,18934,16778,2156,215,306,1,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",National Health Service
LVA,23/01/2021,,16904,,,343,,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",National Health Service
LVA,24/01/2021,,,,,381,,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",National Health Service
LVA,25/01/2021,19727,16923,2804,,419,1.05,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",National Health Service
LVA,26/01/2021,20575,16953,3622,848,415,1.09,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",National Health Service
LVA,27/01/2021,21393,17034,4359,818,422,1.13,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",National Health Service
LVA,28/01/2021,22172,17063,5109,779,493,1.18,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",National Health Service
LVA,29/01/2021,23134,17115,6019,962,600,1.23,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",National Health Service
LVA,30/01/2021,23442,17119,6323,308,606,1.24,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",National Health Service
LVA,31/01/2021,,,6657,,677,,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",National Health Service
LVA,01/02/2021,24963,17132,7831,,748,1.32,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",National Health Service
LVA,02/02/2021,26771,17267,9504,1808,885,1.42,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",National Health Service
LVA,03/02/2021,28390,17507,10883,1619,1000,1.51,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",National Health Service
LVA,04/02/2021,29893,17647,12246,1503,1103,1.58,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",National Health Service
LVA,05/02/2021,31560,17808,13752,1667,1204,1.67,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",National Health Service
LVA,06/02/2021,32126,17817,14309,566,1241,1.7,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",National Health Service
LVA,07/02/2021,32251,17819,14432,125,1150,1.71,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",National Health Service
LVA,08/02/2021,32662,18074,14588,411,1100,1.73,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",National Health Service
LVA,09/02/2021,32846,18215,14631,184,868,1.74,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",National Health Service
LVA,10/02/2021,33465,18637,14828,619,725,1.77,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",National Health Service
LVA,11/02/2021,35244,19736,15508,1779,764,1.87,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",National Health Service
LVA,12/02/2021,36971,20909,16062,1727,773,1.96,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",National Health Service
LVA,13/02/2021,37370,21132,16238,399,749,1.98,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",National Health Service
LVA,14/02/2021,37391,21133,16258,21,734,1.98,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",National Health Service
LVA,15/02/2021,38260,21848,16412,869,800,2.03,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",National Health Service
LVA,16/02/2021,39628,23149,16479,1368,969,2.1,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",National Health Service
LVA,17/02/2021,41606,24949,16657,1978,1163,2.21,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",National Health Service
LVA,18/02/2021,43133,26423,16710,1527,1127,2.29,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",National Health Service
LVA,19/02/2021,44449,27684,16765,1316,1068,2.36,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",National Health Service
LVA,20/02/2021,45193,28410,16783,744,1118,2.4,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",National Health Service
LVA,21/02/2021,,29219,,,1284,,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",National Health Service
LVA,22/02/2021,47567,30753,16814,,1330,2.52,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",National Health Service
LBN,13/02/2021,0,,,,,0,Pfizer/BioNTech,Government of Lebanon
LBN,14/02/2021,,,,,1811,,Pfizer/BioNTech,Government of Lebanon
LBN,15/02/2021,,,,,1811,,Pfizer/BioNTech,Government of Lebanon
LBN,16/02/2021,,,,,1811,,Pfizer/BioNTech,Government of Lebanon
LBN,17/02/2021,,,,,1811,,Pfizer/BioNTech,Government of Lebanon
LBN,18/02/2021,,,,,1811,,Pfizer/BioNTech,Government of Lebanon
LBN,19/02/2021,,,,,1811,,Pfizer/BioNTech,Government of Lebanon
LBN,20/02/2021,12677,,,,1811,0.19,Pfizer/BioNTech,Government of Lebanon
LBN,21/02/2021,12718,,,41,1558,0.19,Pfizer/BioNTech,Government of Lebanon
LBN,22/02/2021,14905,,,2187,1612,0.22,Pfizer/BioNTech,Government of Lebanon
LIE,03/02/2021,833,,,,,2.18,"Moderna, Pfizer/BioNTech",Federal Office of Public Health
LIE,04/02/2021,,,,,26,,"Moderna, Pfizer/BioNTech",Federal Office of Public Health
LIE,05/02/2021,,,,,26,,"Moderna, Pfizer/BioNTech",Federal Office of Public Health
LIE,06/02/2021,,,,,26,,"Moderna, Pfizer/BioNTech",Federal Office of Public Health
LIE,07/02/2021,,,,,26,,"Moderna, Pfizer/BioNTech",Federal Office of Public Health
LIE,08/02/2021,,,,,26,,"Moderna, Pfizer/BioNTech",Federal Office of Public Health
LIE,09/02/2021,,,,,26,,"Moderna, Pfizer/BioNTech",Federal Office of Public Health
LIE,10/02/2021,1018,,,,26,2.67,"Moderna, Pfizer/BioNTech",Federal Office of Public Health
LIE,11/02/2021,,,,,28,,"Moderna, Pfizer/BioNTech",Federal Office of Public Health
LIE,12/02/2021,,,,,29,,"Moderna, Pfizer/BioNTech",Federal Office of Public Health
LIE,13/02/2021,,,,,31,,"Moderna, Pfizer/BioNTech",Federal Office of Public Health
LIE,14/02/2021,1165,,,,32,3.05,"Moderna, Pfizer/BioNTech",Federal Office of Public Health
LIE,15/02/2021,,,,,45,,"Moderna, Pfizer/BioNTech",Federal Office of Public Health
LIE,16/02/2021,,,,,57,,"Moderna, Pfizer/BioNTech",Federal Office of Public Health
LIE,17/02/2021,1504,,,,69,3.94,"Moderna, Pfizer/BioNTech",Federal Office of Public Health
LTU,27/12/2020,2418,2418,,,,0.09,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Ministry of Health
LTU,28/12/2020,5203,5203,,2785,2785,0.19,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Ministry of Health
LTU,29/12/2020,8189,8189,,2986,2886,0.3,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Ministry of Health
LTU,30/12/2020,9722,9722,,1533,2435,0.36,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Ministry of Health
LTU,31/12/2020,9747,9747,,25,1832,0.36,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Ministry of Health
LTU,01/01/2021,,,,,1491,,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Ministry of Health
LTU,02/01/2021,,,,,1263,,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Ministry of Health
LTU,03/01/2021,,,,,1100,,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Ministry of Health
LTU,04/01/2021,,,,,720,,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Ministry of Health
LTU,05/01/2021,10369,10369,,,311,0.38,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Ministry of Health
LTU,06/01/2021,13866,13866,,3497,592,0.51,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Ministry of Health
LTU,07/01/2021,18020,18020,,4154,1182,0.66,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Ministry of Health
LTU,08/01/2021,23190,23190,,5170,1903,0.85,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Ministry of Health
LTU,09/01/2021,23494,23494,,304,1928,0.86,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Ministry of Health
LTU,10/01/2021,23497,23497,,3,1911,0.86,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Ministry of Health
LTU,11/01/2021,25704,25704,,2207,2208,0.94,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Ministry of Health
LTU,12/01/2021,27789,27789,,2085,2489,1.02,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Ministry of Health
LTU,13/01/2021,33935,33935,,6146,2867,1.25,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Ministry of Health
LTU,14/01/2021,42560,42560,,8625,3506,1.56,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Ministry of Health
LTU,15/01/2021,49825,49825,,7265,3805,1.83,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Ministry of Health
LTU,16/01/2021,50921,50921,,1096,3918,1.87,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Ministry of Health
LTU,17/01/2021,52052,50963,1089,1131,4079,1.91,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Ministry of Health
LTU,18/01/2021,56551,53789,2762,4499,4407,2.08,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Ministry of Health
LTU,19/01/2021,62836,56165,6671,6285,5007,2.31,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Ministry of Health
LTU,20/01/2021,66305,57802,8503,3469,4624,2.44,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Ministry of Health
LTU,21/01/2021,67854,58714,9140,1549,3613,2.49,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Ministry of Health
LTU,22/01/2021,68247,59037,9210,393,2632,2.51,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Ministry of Health
LTU,23/01/2021,68255,59045,9210,8,2476,2.51,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Ministry of Health
LTU,24/01/2021,,,,,2322,,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Ministry of Health
LTU,25/01/2021,68357,59147,9210,,1687,2.51,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Ministry of Health
LTU,26/01/2021,71458,61618,9840,3101,1232,2.62,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Ministry of Health
LTU,27/01/2021,78350,65456,12894,6892,1721,2.88,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Ministry of Health
LTU,28/01/2021,85419,68838,16581,7069,2509,3.14,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Ministry of Health
LTU,29/01/2021,93455,71812,21643,8036,3601,3.43,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Ministry of Health
LTU,30/01/2021,94082,72006,22076,627,3690,3.46,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Ministry of Health
LTU,31/01/2021,94090,72014,22076,8,3683,3.46,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Ministry of Health
LTU,01/02/2021,96973,73066,23907,2883,4088,3.56,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Ministry of Health
LTU,02/02/2021,100831,74719,26112,3858,4196,3.7,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Ministry of Health
LTU,03/02/2021,107498,76346,31152,6667,4164,3.95,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Ministry of Health
LTU,04/02/2021,117266,77875,39391,9768,4550,4.31,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Ministry of Health
LTU,05/02/2021,124486,78834,45652,7220,4433,4.57,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Ministry of Health
LTU,06/02/2021,125211,78903,46308,725,4447,4.6,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Ministry of Health
LTU,07/02/2021,125308,78906,46402,97,4460,4.6,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Ministry of Health
LTU,08/02/2021,127959,79137,48822,2651,4427,4.7,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Ministry of Health
LTU,09/02/2021,130806,80215,50591,2847,4282,4.8,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Ministry of Health
LTU,10/02/2021,136895,84682,52213,6089,4200,5.03,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Ministry of Health
LTU,11/02/2021,145886,92370,53516,8991,4089,5.36,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Ministry of Health
LTU,12/02/2021,153136,98643,54493,7250,4093,5.63,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Ministry of Health
LTU,13/02/2021,153580,99087,54493,444,4053,5.64,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Ministry of Health
LTU,14/02/2021,,,,,4369,,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Ministry of Health
LTU,15/02/2021,158208,103022,55186,,4321,5.81,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Ministry of Health
LTU,16/02/2021,158739,103343,55396,531,3990,5.83,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Ministry of Health
LTU,17/02/2021,166814,107672,59142,8075,4274,6.13,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Ministry of Health
LTU,18/02/2021,177841,114049,63792,11027,4565,6.53,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Ministry of Health
LTU,19/02/2021,188074,121009,67065,10233,4991,6.91,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Ministry of Health
LTU,20/02/2021,189078,121951,67127,1004,5071,6.95,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Ministry of Health
LTU,21/02/2021,,,,,5104,,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Ministry of Health
LTU,22/02/2021,194169,125518,68651,,5137,7.13,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Ministry of Health
LUX,30/12/2020,1200,1200,,,,0.19,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Government of Luxembourg
LUX,31/12/2020,,,,,62,,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Government of Luxembourg
LUX,01/01/2021,,,,,62,,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Government of Luxembourg
LUX,02/01/2021,,,,,62,,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Government of Luxembourg
LUX,03/01/2021,,,,,62,,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Government of Luxembourg
LUX,04/01/2021,,,,,62,,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Government of Luxembourg
LUX,05/01/2021,,,,,62,,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Government of Luxembourg
LUX,06/01/2021,,,,,62,,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Government of Luxembourg
LUX,07/01/2021,,,,,62,,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Government of Luxembourg
LUX,08/01/2021,,,,,62,,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Government of Luxembourg
LUX,09/01/2021,,,,,62,,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Government of Luxembourg
LUX,10/01/2021,,,,,62,,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Government of Luxembourg
LUX,11/01/2021,1943,1943,,,62,0.31,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Government of Luxembourg
LUX,12/01/2021,2372,2372,,429,114,0.38,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Government of Luxembourg
LUX,13/01/2021,2871,2871,,499,177,0.46,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Government of Luxembourg
LUX,14/01/2021,3233,3233,,362,220,0.52,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Government of Luxembourg
LUX,15/01/2021,,,,,236,,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Government of Luxembourg
LUX,16/01/2021,,,,,252,,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Government of Luxembourg
